dialogues,summary,AI_Gen_Summary,bleu_score
"[Person1]: Hi, Mary! What do you like to do in your spare time?[Person2]: Well, I spend a lot of time watching movies.[Person1]: What a confidence! I always watch a lot of movies, too.[Person2]: Oh really, Frank? What kind of movies do you like?[Person1]: Actually, I watch whichever movie there is, be it a comedy, a sci-fi or a suspense movie. How about you?[Person2]: Art films are my favorite, but thrillers are cool, too.[Person1]: Really impressive. These two genres are totally different.[Person2]: Sure. I enjoy both of them very much.[Person1]: How often do you go to the cinema?[Person2]: Once in a while, I suppose, I usually rent movies at Movie Salon.[Person1]: Movie salon? where is that?[Person2]: It's a movie rental store in my neighborhood. I've got a membership there.[Person1]: Is it good?[Person2]: Yes, you can find almost all new releases there.[Person1]: Really? Maybe I shall also sign up for its membership.[Person2]: Why not?",Mary and Frank both like watching movies in their spare time. Mary usually rents movies at Movie Salon and Frank also wants to get a membership to rent movies.,"Frank and Mary talk about their preferences for movies. Frank likes whichever movie there is, while Mary likes Art films and thrillers. Mary usually rents movies at Movie Salon. Frank may sign up for its membership.",0.34554634007477314
"[Person1]: Have you every belonged to a political party?[Person2]: No, I haven't, but I thought about joining the green party.[Person1]: Really? I know you are very concerned about the environment. You were a member of the pressure group Greenpeace, weren't you?[Person2]: Yes. I was. But I didn't have enough time to devote to it.[Person1]: The green party have no chance of winning an election. The other parties are too big and popular.[Person2]: You're right. But smaller political and pressure groups can often influence large political parties. Any member of parliament can propose legislation and parties and pressure groups can raise awareness[Person1]: Most people are not very politically aware. They often don't understand the issues fully.[Person2]: That's true. But it's a little strange because the media often reports on political events. You can read about them in newspaper or hear them on tv.",Person2 wanted to join a small political party and thinks the smaller group can influence the larger one. Person1 and Person2 agree that most people don't fully understand politics.,Person2 tells Person1 Person2 thought about joining the green party but didn't because Person2 didn't have enough time to devote to it. Person2 thinks smaller political and pressure groups can often influence large political parties.,5.964940237853703e-78
"[Person1]: Mr. Wilson. We are very regretful about the mistakes in goods. I am very sorry and we will be responsible for the mistake.[Person2]: We have no choice but to hold you responsible for the loss we sustained.[Person1]: The first problem is supposed to be solved after the investigation. About the second problem, I admit it's our fault, so we will exchange all merchandise that falls short of our sample.[Person2]: Well. I hope there won't be such things no more.[Person1]: I can assure you that such a thing today will never happen again in future delivery. We have made the plan to improve the package of our exported goods.","Person1 apologizes for mistakes in goods. Person1 will be responsible for Mr. Wilson's loss, and take measures to avoid such mistakes.",Person1 apologizes to Mr. Wilson for the mistakes in goods. Person1 will exchange all merchandise that falls short of the sample and improve the package of exported goods.,0.39575835870544224
[Person1]: Did you see the robbery?[Person2]: I sure did.[Person1]: Did you see everything?[Person2]: I was in the bank at the time.[Person1]: What exactly did you see?[Person2]: I saw the guy come in with a gun.[Person1]: Did you get a good look at his face?[Person2]: He was wearing a mask.[Person1]: Was anyone else with him?[Person2]: He came in alone.[Person1]: Could you come to the station for more questioning?[Person2]: That'll be fine.,Person1 asks Person2 who saw the robbery some questions. Person2 agrees to come to the station for more questioning.,Person2 tells Person1 Person2 saw the robber come in with a gun. Person1 asks Person2 to come to the station.,0.5121063840955343
"[Person1]: Hi, do you know what's for dinner? I'm starving.[Person2]: We're on our own tonight, dad's taking mom out.[Person1]: Out? What do you mean out?[Person2]: You know on a date, they are going to dinner.[Person1]: Dad and mom?[Person2]: Yeah, they said they're reviving the old tradition.[Person1]: You mean this is going to be a regular thing?[Person2]: That's right, once a week. Do you want to order some pizza?",Person1 and Person2's parents are out on a date and will go out for dinner regularly.,Person2 tells Person1 Person2's dad and mom are going to dinner on a date. Person2 tells Person1 they're reviving the old tradition.,0.2874519774018649
"[Person1]: So, did I tell you about my New Year's resolution? I've decided to go on a diet.[Person2]: And you're going to completely transform your eating habits, right?[Person1]: Exactly! I'm going to cut out all that junk I eat. No more chips, no more soda, no more fried food.[Person2]: I've heard this one before.[Person1]: But this time I'm going to stick to it. I really mean it! Trust me, Carol, I'm going to be a new man in one year's time![Person2]: Well, I guess we'll just have to wait and see.[Person1]: Thanks, honey, that was a great meal. I'm stuffed. Do we have any chips left?",Person1 has decided to go on a diet in the new year. Carol reasonably doubts it.,Person1 tells Carol about Person1's New Year's resolution to go on a diet. Carol thinks Person1's going to be a new man in one year.,0.3392214503189505
"[Person1]: Hello. Can I help you?[Person2]: Yes, I hope so. I would like to register for Comp Lit 287.[Person1]: I'm sorry, but that class is already full. And also, students are supposed to register through the touch-tone registration system.[Person2]: I know. I already tried to register for it by phone, but the computer won't let me.[Person1]: That's because it's full.[Person2]: But I'm a new student here. I thought maybe there was some way I could get into the class. I thought I should come and talk to you in the department office.[Person1]: Well, I could put you on a waiting list. But that doesn't guarantee you will get into the class. What is your name?[Person2]: My name is Karen Huang. That's spelled H - U - A - N - G.[Person1]: Alright. And what is your major?[Person2]: I'm a comparative literature major.[Person1]: Wait a minute. You're a Comp Lit major?[Person2]: Yes, that's right.[Person1]: Why didn't you tell me? I didn't know you were one of our students.[Person2]: That's why I'm trying to get into Comp Lit 287. I know it's a required class. And Professor Cohen told me I need to take it.[Person1]: The university computer system saves extra places, in class 287 for comp lit students. I can give you a special code. When you register by phone, you can use the code to get into the class.[Person2]: Even if the class is full?[Person1]: That's right.[Person2]: Oh, I didn't know that.[Person1]: Sure. Here is the code number, with information on how to use it.[Person2]: Thank you. So you think I will be able to get in with this?[Person1]: Sure. Just call the touch-tone registration system again. Then, follow the directions on the sheet. You will get in no problem.[Person2]: Thanks.[Person1]: Next time you come in here, I will recognize you.",Karen Huang tried to register for Comp Lit 287 but failed because it's full. So Karen comes to the department office. Person1 finds Karen is a Comp Lit major and the university has saved extra places for them. Person1 gives Karen a special code and tells Karan how to use it to get into the class.,"Karen Huang wants to register for Comp Lit 287 by phone, but the computer won't let her register for it by phone. Person1 tells her the university computer system saves extra places in class 287 for comp lit students, so Karen Huang can use the code to get into the class if the class is full.",0.4081668794125549
"[Person1]: Excuse me, Sir, do you know what time it is?[Person2]: Oh, it's almost eleven twenty.[Person1]: Thank you.[Person2]: You're welcome. The rain is quite heavy, isn't it?[Person1]: Yeah. I was in a hurry and I forgot my umbrella today.[Person2]: I have one. We could share it. Which way are you going?[Person1]: Oh, that's very kind of you. I am going to the Garden Hotel.[Person2]: I am going there, too. We can walk together.[Person1]: Sure.",Person2 voluntarily shares an umbrella with Person1 who doesn't bring the umbrella when it's rainy.,Person1 and Person2 share the umbrella because Person1 forgot the umbrella.,0.19803050319364077
"[Person1]: Hey, Jack, where's your car?[Person2]: I got rid of that clunker. This is my new one.[Person1]: Is that right? This surely beats the old one?[Person2]: Hop in, I'll give you a ride.[Person1]: Ok. Boy, this looks expensive.[Person2]: Yeah, it costed a bundle, alright?[Person1]: Wow, this thing can haul.[Person2]: Yeah, this sucker is the fastest thing I've ever owned.[Person1]: I believe it. Hoo, this car corners like it's on rails.[Person2]: We are on the high way. Find the pound shade.[Person1]: Wow, this car can really burn rubber.[Person2]: It's a great feeling.[Person1]: You made a perfect choice, Jack.[Person2]: Thank you, Daisy.",Jack gives Daisy a ride in his new car. Daisy praises it.,Daisy asks Jack about his new car. Jack tells Daisy it's the fastest thing he's ever owned. Daisy thinks Jack made a perfect choice.,0.276647653915551
"[Person1]: Please tell us the exact time when the big fire broke out.[Person2]: The exact time? Let me think. You know, it happened at night.[Person1]: But we need the exact time. What time?[Person2]: Oh, I remember. It was about 10 o'clock. When I was about to go to bed, suddenly I heard help outside.",Person1 asks Person2 the exact time when the fire broke out. Person2 says it was about 10 o'clock.,Person2 tells Person1 the exact time of the big fire broke out.,0.3851578914317228
"[Person1]: What else, Ma'am?[Person2]: No, thanks. My husband said, We'd like to pay now.[Person1]: Let me show you to the cashier's. It's 905 yuan in total.[Person2]: What? Where does that five come from?[Person1]: Oh, it's a service charge.[Person2]: But I only have 900 in cash here. Can you let it go for 900 yuan?[Person1]: Sorry, but we can't do that. It's store's rule.[Person2]: My husband said he had a credit card. Do you accept credit card?[Person1]: Yes.[Person2]: Great. Here it is.[Person1]: Here is the receipt. Wanna to have it wrapped, Ma'am?[Person2]: Yes, please. Thank you very much.[Person1]: It'll be great to have you again.[Person2]: Thank you very much.",Person2 doesn't have enough cash to pay 905 yuan and asks to cut the service charge. Person1 refuses. So Person2 pays by her husband's credit card because it can be accepted.,Person2 wants to pay for 900 yuan in cash but Person1 only has 900 in cash. Person2 asks Person1 to wrap the receipt.,0.16779868211268323
"[Person1]: What can I do for you?[Person2]: I want to get my car washed.[Person1]: Would you like regular car wash package?[Person2]: I don't know what you mean.[Person1]: Well, we will wash the exterior form top to bottom. We use a special shampoo, which gives the body that extra shine.[Person2]: Do you wash windows?[Person1]: Of course. We wash the windows inside and out.[Person2]: What about the interior?[Person1]: We use a vacuum cleaner that removes all the dirt, and we throw away all of the trash that we can find.[Person2]: Sounds good, regular car wash package will be OK.[Person1]: OK. I see.",Person1 describes the contents of the regular car wash package. Person2 will take that.,"Person2 wants to get Person2's car washed. Person1 tells Person2 Person1 will wash the exterior form top to bottom, the interior, and the windows.",5.078313310582587e-78
"[Person1]: Where are you going to spend your holidays this year, Harry?[Person2]: We may go abroad. I'm not sure. My wife wants to go to Egypt. I'd like to go there, too. We can't make up our minds.[Person1]: Will you travel by sea or by air?[Person2]: We may travel by sea.[Person1]: It's cheaper, isn't it?[Person2]: It may be cheaper, but it takes a long time.[Person1]: I'm sure you will enjoy yourselves.[Person2]: Don't be so sure. We may not go anywhere. My wife always worries too much. Who's going to look after the dog? Who's going to look after the house? Who's going to look after the garden? We have to solve these things before we can go to travel.","Harry and his wife may go abroad during the holiday, but Harry's wife worries too much, so they may not go anywhere.","Harry tells Person1 he may travel by sea or by air for his holidays this year. Person1 thinks it's cheaper, but Harry thinks it takes a long time. They have to solve some things before they can travel.",0.14455253648749306
"[Person1]: Excuse me. Can you tell me how to get started using these machines?[Person2]: Of course. Are you a new member here?[Person1]: Yes.[Person2]: Welcome. My name is Johnson.[Person1]: Nice to meet you.[Person2]: Do you have any experience using weights?[Person1]: No, I don't. So I need some help.[Person2]: Well, first it is important to go through a good stretch. You must warm up properly so that you don't hurt yourself on the machines.[Person1]: Yes, I know that. Derek just led me through the warm up in the aerobics room. So I'm ready, I think. I can start using the machines.[Person2]: Alright. Great. Then we must get a card for you.[Person1]: What do you mean--a membership card? I already have one.[Person2]: No. Not that. I mean a training card. The card allows you to keep track of how much weight you use on each machine. Here, let me show you.[Person1]: I'm ready.[Person2]: Now, you can see that on this card there are all the machines listed. So, when you go through the series of twelve machines, you enter in the number of repetitions you do. And you also enter in the weight at which you set the machine.[Person1]: I see. So this card helps me to keep track of my progress.[Person2]: Yes. And it also reminds you what is a suitable weight for each machine. Today, I will go through the machines with you one by one. I will show you how to use them. And we will determine what is a good starting weight for you.[Person1]: Alright. Great.[Person2]: So you write your name and member number at the top of the card. And then, after you exercise each time, you file the card here.[Person1]: Great. Why don't we start on the machines?[Person2]: Are you alright? Can you do more?[Person1]: I'm sorry. I know there are still seven machines. But I'm exhausted.[Person2]: That's okay. Don't worry. It's important not to push yourself. Especially not at the beginning.[Person1]: What can I do though? I don't know the proper settings for the rest of the machines.[Person2]: We can just go through them next time. It's no problem. Really. The most important thing is to know your limits. So if you feel burned out now, it is good to stop. Because if you strain a muscle or hurt your back, then you won't be able to exercise for a couple weeks. Right?[Person1]: Yes. I suppose it's best to stop.",Person1 is a new member who wants to use the machines. Johnson teaches Person1 to get a card to keep track of the progress and record the suitable weight for each machine. Person1 stops training as Johnson suggests and will go through the rest of the machines next time.,"Johnson asks Person2 how to get started using the machines. Person2 tells Johnson to go through a good stretch, warm up properly, go through the warm up in the warm up in the aerobics room, go through the warm up in the aerobics room, and get a training card. Then Person2 helps Johnson to keep track of how much weight Johnson uses on each machine, and tells Johnson what is a suitable weight for each machine. Then they start on the machines. Johnson is exhausted and wants to stop. Person2 tells him not to push himself.",0.2716833442440449
"[Person1]: Hi! How are things going with you?[Person2]: I am doing well. What's up with you?[Person1]: Believe it or not, the company I worked for closed down, so I'm out of a job.[Person2]: The same with me. Have you given much thought to what you want to do next?[Person1]: I am not being all that particular right now because I just need to keep a roof over my head.[Person2]: How about interviews? Have you been on any of those yet?[Person1]: I wish that I could get the opportunity to be interviewed.[Person2]: How about the electrician program that they have listed over there?[Person1]: I read about that, and the position sounded great![Person2]: Let's go see how we can apply for those positions.",Person1 and Person2 are both unemployed. Person2 suggests applying for the electrician program and Person1 agrees.,Person1 is out of a job and Person2 suggests Person1 apply for the electrician program. Person1 thinks it sounds great.,0.4153509237206396
"[Person1]: Have you given the puppies food yet?[Person2]: Of course. I fed them today.[Person1]: Good job! Please give them a bath later on today.[Person2]: Sure, I'll give them a bath.[Person1]: Thanks. But don't forget that they have a vet appointment this Saturday.[Person2]: I remember. What time do they need to be there?[Person1]: They need to be there at eleven in the morning.[Person2]: All right. I'll make sure and remember.",Person1 asks something about Person2's care with puppies and reminds Person2 of the vet appointment.,Person1 asks Person2 to give the puppies a bath and give them a bath. Person2 reminds Person1 of the time of the vet appointment.,0.3744668888259271
"[Person1]: Hey Ayden, I was wondering if you could do me a favor.[Person2]: That depends. What is it?[Person1]: It's kind of a big favor. I'm absolutely flat broke, and I owe my landlady $ 200. she's given me until Friday to give it to her, but I don't get paid until next Monday. Do you think you could loan me some cash until I get paid?[Person2]: I'd love to help you out, but I'm a bit short on cash this month as well. I had to get a new engine put into my car, and that ate up my savings.[Person1]: If you can't give me the full amount, a fraction of it would still help. I'll pay you back on Monday. I promise.[Person2]: Let's see, I've got about $ 50 to get me through the weekend. I can only spare about $ 20. I would give you more if I had it, I just don't have much money to my name right now.[Person1]: Thanks a lot Ayden. Every little bit will help. Tell you what, if you aren't doing anything tonight, why don't you come over and have dinner at my place.[Person2]: That'd be great. Thanks! What time should I come over?[Person1]: How about at 6 pm?[Person2]: See you then!",Person1 wants to borrow $200 from Ayden to pay the rent. Ayden is short on cash but still lends $20 to Person1. They decide to have dinner at Person1's place.,"Person1 asks Ayden to loan Person1 some cash until Person1 gets paid because Person1 owes Person1's landlady $200. Ayden can only spare about $20, so Person1 asks Ayden to have dinner at Person1's place tonight.",0.3876432881123035
"[Person1]: Did you work in a charity organization?[Person2]: Yeah, I had been in the charity organization for 2 months and I learned a lot from that experience, including love, sympathy, equality, and so on.[Person1]: In what way did those social activities have impact on your mind?[Person2]: I think it had direct impact on my way of thinking. I learned to look at people and things from an overall perspective. In that case, I am not easy to be edgy.",Person2 had been in the charity organization for 2 months. Social activities had a direct impact on Person2's way of thinking.,"Person2 tells Person1 Person2 worked in a charity organization for 2 months and Person2 learned a lot from that experience, including love, sympathy, equality, and so on.",0.26906462587598834
[Person1]: How can we get in touch with you?[Person2]: Please call me or send e-mail. Could you please let me know when your organization can make a decision?[Person1]: About one week.[Person2]: I really appreciate your time and help. See you then.,Person1's organization will make a decision in about one week and contact Person2 via phone or e-mail.,Person2 asks Person1 to let Person2 know when Person2's organization can make a decision.,0.3296512954922162
"[Person1]: Would you please recommend some Chinese wine?[Person2]: Would you like to have a taste of Moutan?[Person1]: That's great! What comes along with Moutan?[Person2]: Yes, you con order some typical Chinese dishes. For example, Roast Beijing Duck.[Person1]: It sounds good.[Person2]: Yes, it is the best of our hotel.[Person1]: Really? Let me have a try.[Person2]: Thank you. Just a moment, please.",Person2 recommends Moutan and Roast Beijing Duck. Person1 will take that in the hotel.,"Person2 recommends some Chinese wine, Roast Beijing Duck, and typical Chinese dishes.",0.35937712085490814
"[Person1]: Hello[Person2]: Hi Angela, it's Dan.[Person1]: Hi Dan. How are you?[Person2]: Good.[Person1]: I called you yesterday. Did you get my message?[Person2]: Yes, I was taking a shower when you called. I saw that you called and I tried to call you back, but I think your phone was off.[Person1]: No problem. I wanted to remind you that my friend is getting married next week. You're still coming to the wedding with me, right?[Person2]: Oh, is that next week?[Person1]: Yes. Did you forget?[Person2]: No, of course not. I already bought them a present.[Person1]: That's good. I want to invite Megan also. Next time you see her, can you tell her for me.[Person2]: Sure. Does she know your friend?[Person1]: Yes, I think they might have gone to the same college or something like that. I'm not exactly sure how they know each other.[Person2]: Are we all going to drive together?[Person1]: Yes. I'll pick you up first, and then we'll go get Megan.",Angela calls Dan to make sure he's coming to the wedding with him next week and also asks him to invite Megan. They'll drive to the wedding together.,Angela calls Dan to remind him that Angela's friend is getting married next week. Dan will come to the wedding with Angela and Megan and they will go to the wedding together.,0.49567829875362696
"[Person1]: It's time for desserts! Are you still hungry?[Person2]: I've always got room for something sweet![Person1]: what are you going to try first?[Person2]: I've never tried traditional Greek yogurt, so I want to try that first.[Person1]: do they serve the yogurt with anything?[Person2]: I believe they add locally produced honey to it.[Person1]: that sounds good. I'm going to start with an Italian tiramisu.[Person2]: do you want to try some of my yogurt. It's a favorite everyday dessert in Greece.[Person1]: ok. Mmm.[Person2]: what do you think? How does it taste?[Person1]: it's nice, but it's rather plain. Do you want to try my tiramisu?[Person2]: sure. I'll just have a bite.[Person1]: what do you think? Does it taste good?[Person2]: it's absolutely delicious! That is the best tiramisu I've ever had![Person1]: I'm glad you like it. I don't care for it. Why don't you finish my tiramisu so that I can try one of those fried bananas?[Person2]: ok. I've had one of those before. They're really sweet and crunchy.[Person1]: do you know where they are from.[Person2]: I believe they are a local delicacy in the South.[Person1]: do you want me to get you one, too?[Person2]: yeah, why not? We've already pigged out as it is![Person1]: ok, I'll be back with two fried bananas in a few minutes. Wait for me here!","Person2 has traditional Greek yogurt, which Person1 thinks rather plain. Person1 has an Italian tiramisu, which Person2 thinks delicious. Person1 goes and gets both of them a fried banana.","Person1 and Person2 are having dessert. Person2 has an Italian tiramisu, Greek yogurt, and fried bananas. Person1 will get Person2 two fried bananas. Person2 likes the tiramisu and the yogurt, so Person2 wants Person1 to finish Person2's tiramisu so that Person2 can try the fried bananas.",0.27344034184005456
"[Person1]: Could you tell me what university you went to, Mr. Smith?[Person2]: I went to Yale University.[Person1]: Did you? And what did you study?[Person2]: I have a B. A. in Economics.[Person1]: Would you mind telling me how old you are?[Person2]: I'm twenty-seven.[Person1]: And could you tell me what other jobs you have had?[Person2]: Yes, I have worked in a bank for the last five years.[Person1]: And what was your salary at the bank?[Person2]: I got $ 500 a week.","Mr. Smith tells Person1 that he is 27 and gets a B.A. in Economics at Yale University. During the last five years, he has worked in a bank for $500 a week.","Mr. Smith tells Person1 about his university, his previous jobs, his salary, and his age.",0.11716115357236659
"[Person1]: Hi. I want to get something nice for my niece.[Person2]: Well, I've never heard of a little girl that didn't love Barbie dolls.[Person1]: I like that suggestion. Show me one, please.[Person2]: Here you go. Digital Barbie.[Person1]: Oh, my niece will love her! How much for her?[Person2]: Barbie is our best seller. She's only $ 29. 95.[Person1]: That's great. I'll take her.[Person2]: Your niece will love this. Anything else?[Person1]: Thank you, but no. This will do it for now.[Person2]: With the tax, your total is $ 32. 42. Would you like to charge it?[Person1]: I'll pay cash, thank you.[Person2]: Thank you for shopping here.",Person2 recommends Digital Barbie for Person1's niece. Person1 pays $32.42 for it by cash.,Person1 wants to buy a digital Barbie for Person1's niece. Person2 recommends one and Person1 buys it.,0.478763936824073
"[Person1]: Can I help you?[Person2]: Yes, I want a pair of sport shoes, Jordan.[Person1]: What size do you want?[Person2]: Size 41.[Person1]: Here you are.[Person2]: They fit me. Can you make it a little cheaper?[Person1]: It's already on sale now.",Person2 wants a pair of Jordan shoes in size 41.,Jordan helps Person2 buy a pair of sport shoes on sale now.,0.40163190316349207
"[Person1]: Uh, where am I? Tsk, hum ...[Person2]: Excuse me. Do you need any help?[Person1]: Nah, I ... I'm just looking ... well ...[Person2]: Okay ...[Person1]: Uh, well, actually ... yeah. Um ... I want to go to the science museum, but I've been lost for the past few hours, and I can't make heads or tails of these ticket machines.[Person2]: Ah, well, just press this button. [Person1]: Oh, yeah. And from here, it's a dollar fifty.[Person1]: Okay.[Person2]: Then, get on the train at platform number 4.[Person1]: Alright. Oh, and how often do the trains come around this time of day?[Person2]: Usually, they come about every six minutes.[Person1]: Okay. And where do I get off the train?[Person2]: Get off at State Street Station, three stops from here.[Person1]: Okay. I got it. Thanks for your help.[Person2]: No problem. Good luck.",Person1 wants to go to the science museum but loses the way. Person2 helps Person1 buy the ticket and gives Person1 directions.,Person1 wants to go to the science museum but can't make heads or tails of the ticket machines. Person2 helps Person1 to press the button and tells Person1 to get on the train at platform number 4 and get off at State Street Station.,0.36232446603862417
"[Person1]: Simon, how does it feel to be retired?[Person2]: Well, not so bad.[Person1]: How have you been spending your time?[Person2]: I have been spending more time with my family. I've also traveled a bit, you know, off season when everywhere is less crowded and hotels cost less.[Person1]: Great.[Person2]: You know I haven't stopped work completely.[Person1]: Yes, could you tell us more about this?[Person2]: I'm on a scheme that's called phased retirement; I had a six-month break from work, after that I could apply for project work with the company I used to work for.[Person1]: How does the scheme work?[Person2]: Well, it's a trial at the moment. Instead of hiring temporary stuff, the company advertises posts on its website that retired employees like myself can access.[Person1]: What sort of works advertised?[Person2]: Well, all sorts of things, really. Administrative work and more specialized work, the sort of thing I can do. Some of the projects can last five or six months, and others can just be a couple of days. I can decide more or less when to work. So I can manage my own time.[Person1]: I can see it's good for you. What is your company get out of this?[Person2]: Well, I still have all my old contacts at work, so I know who to contact to get something done. The company gets flexibility, too. Once the job's over, that's it. I'm not on their books any more.",Person1 asks Simon about his retirement and finds out Simon is on a trial scheme called phased retirement. He can work with his former company but manage his own time. Person1 thinks it's good for Simon.,"Simon tells Person1 about his phased retirement scheme, which is a trial at the moment. Simon is on a scheme that's called phased retirement, and he can apply for project work with the company he used to work for. Simon still has all his old contacts at work, so he knows who to contact to get something done.",0.29906975624424414
"[Person1]: Hey Rocky! You've been sitting around all night. Get out and dance with someone like that woman over there.[Person2]: No way! She looks like the intellectual type.[Person1]: Oh come on man! What kind of woman do you like?[Person2]: I want a woman who's affectionate and fulfills my every need, and that woman over there is just not the right type.[Person1]: Hey. Where have you been? Times are changing, and you're never going to find a woman who will shine your shoes and pick up after you all the time. Wake up.[Person2]: Oh really? I meet a lot of women like that, but not at this party. [Oh.] I also prefer a woman who'll stay home, cook, clean, and watch the kids.[Person1]: Okay, but what are your household responsibilities once you get home from work?[Person2]: Hmm. Eat, watch TV, and throw out the garbage.[Person1]: Wait, wait, wait. I can't believe I'm hearing this. In fact, you're never going to get married. I recently read a news report that said 40 percent of women don't think their husbands do their share around the house, and you seem to be that type.[Person2]: Well, that's the way I am, but what's YOUR idea of the perfect woman?[Person1]: Well, I like a woman who's outgoing, caring, and non-judgmental about people's differences, and it bothers me when people think their the center of the universe ... like someone I know.[Person2]: Well, that's nice for you, but that doesn't change my point of view. I guess I'll have to go home to a TV dinner and my dog, Rusty.[Person1]: Hey, and if I stick with you, this is going to be a long, lonely night. Say hello to Rusty for me.","Rocky doesn't want to dance because no one at the party fits his type, but Person1 likes different kinds of women from him. Finally, Rocky decides to go home to a TV dinner and his dog, Rusty","Rocky wants a woman who's affectionate and fulfills his every need. Person1 prefers a woman who's affectionate and fulfills his every need, but Rocky wants a woman who'll stay home, cook, clean, and watch the kids. Person1 prefers a woman who's outgoing, caring, and non-judgmental about people's differences. Rocky thinks Person1's the perfect woman, but Person1 thinks Rocky's not the right type. Person1 will go home to a TV dinner and Rusty.",0.17526827885920676
"[Person1]: It was a heavy storm last night, wasn't it?[Person2]: It certainly was. The wind broke several windows. What weather![Person1]: Do you know that big tree in front of my house? One of the biggest branches came down in the night.[Person2]: Really? Did it do any damage to your home?[Person1]: Thank goodness! It is far away from that.[Person2]: I really hate storms. It's about time we had some nice spring weather.[Person1]: It's April, you know. The flowers are beginning to blossom.[Person2]: Yes, that's true. But I still think the weather is terrible.[Person1]: I suppose we should not complain. We had a fine March after all.",Person1 and Person2 is talking about the heavy storm last night. Person2 thinks the weather is terrible. Person1 is positive towards that.,Person1 and Person2 talk about the heavy storm last night. Person2 thinks the weather is terrible but Person1 thinks it's about time for some nice spring weather.,0.5682585086597169
"[Person1]: I can't see why you need to go out to enjoy yourself. Why can't you have a nice time, watching TV with me? And when you are at home, you're either reading a book or something, you never actually sit and enjoy a good program with me.[Person2]: I don't want to watch TV. I find it boring.[Person1]: Oh, it's not always boring. Come off it![Person2]: Well, I'm sorry, but it usually is. I just don't think watching all this TV is good for me. I can only watch about one program a week.[Person1]: So you think it's better to go out, do you?[Person2]: Well, I just feel there are lots of things to do that you can learn from and to be watching TV is not something I want to do.[Person1]: OK, you name something that we can share.[Person2]: What about when we do our music, for example, we share that.","Person1 wants to watch TV together with Person2, but Person2 finds it boring. Person2 suggests doing music together.","Person2 doesn't want to watch TV because Person2 finds it boring. Person1 thinks there are lots of things to do that Person2 can learn from and share with Person2, but Person2 doesn't want to do it.",0.3326331694377568
"[Person1]: Hello, Ben. You're getting ready for tomorrow's lessons, aren't you?[Person2]: Yes, but I'm a bit nervous. I have no idea what'll happen in class and how I'll get along with my classmates.[Person1]: I understand how you're feeling. Just take it easy. You'll make a lot of friends very soon.[Person2]: Thank you. I'll try my best to get used to my new school life as soon as possible. By the way, what time does the first class begin?[Person1]: At 8 o'clock. But before that we have 10 minutes to hand in homework and then 20 minutes for morning reading.[Person2]: So we must get to school before 7[Person1]: Right.[Person2]: How long does each class last?[Person1]: 45 minutes, I think, with a 10 or 15 minutes' break.[Person2]: Well, I hear that lunchtime is nearly 12 o'clock and I'll be starving by then.[Person1]: Don't worry. During the break after the second class, we can buy something to eat.[Person2]: That's good.",Ben feels a bit nervous about his new school life. Person1 cheers him up and tells him about the schedule of the new school.,"Ben is nervous about tomorrow's lessons. Person1 tells Ben about the schedule of tomorrow's lessons, including the time of the first class, the duration of each class, and the break after the second class.",0.2629616622996954
"[Person1]: Adam, how is your knee today? Is it still giving you trouble?[Person2]: No, it feels a lot better today. I went to the doctor and he told me it was not serious, I should be fine for Saturday.[Person1]: Great! But why don't you take it easy today? Maybe just practice throwing. Don't do any running.[Person2]: OK. Do you have any news about Michigan and what we can expect in Saturday's game?[Person1]: Yes, I have some films, showing Michigan in the last three games. They are in my office, if you want to see them after practice, you can.[Person2]: Oh, that would be great. I'd like to see what we are up against. They are one of the top basketball teams in the country now since they beat Iowa last weekend.[Person1]: Come to think of it, why don't you go ahead and check out the game films right now? And just rest that knee this afternoon. I want you to be well in three days. Michigan has a strong team. We are in for a tough one.[Person2]: All right, I'll be back tomorrow for full practice.",Adam's knee is getting better but Person1 still suggests that he should not do any running today. Adam decides to watch the films of Michigan after practice and will be back tomorrow for full practice.,Adam tells Person1 about his knee and Person1 asks Adam to take it easy today and rest that knee this afternoon. Person1 suggests Adam check out the game films to see what they can expect in Saturday's game.,5.455621623761753e-78
"[Person1]: I wonder if you could do me a favor. [Person2]: I'd be happy to help you. Name it. [Person1]: My printer is broken. Can you print up a copy for me? [Person2]: Sure, no problem. Do you want me to edit it for you? [Person1]: Please, you write much better than I do. [Person2]: Oh, its nothing. ",Person1 wants Person2 to help to print up a copy. Person2 accepts and edits it for Person1.,Person1 asks Person2 to print up a copy for Person1 and edit it for Person1.,0.5709727925734197
"[Person1]: Honey, could you help me here a minute? [Person2]: Sure, sweetie. What are you doing? [Person1]: I want to put this curtain up. [Person2]: OK. Why don't you just hold the ladder, and I'll put it up. [Person1]: Thanks, dear. ",Person2 lets Person1 hold the ladder and Person2 will put the curtain up.,Person1 wants to put the curtain up. Person2 helps Person1 put it up.,0.41279846589595226
"[Person1]: Jack, could you check your calendar? [Person2]: Sure, what's going on? [Person1]: We're planning a weekend camping trip, and we want to know which weekend is best for everyone. [Person2]: Let me see. . . The weekend after next looks pretty good. Otherwise, I'm all booked up. ",Jack is available for a camping trip the weekend after next.,Person1 asks Jack to check the calendar to decide which weekend is best for everyone for their camping trip.,0.24091097942767353
